STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,ACMH,ACMH_ATTRIBUTES,ACSH,ACSH_ATTRIBUTES,AWND,AWND_ATTRIBUTES,FMTM,FMTM_ATTRIBUTES,FRGT,FRGT_ATTRIBUTES,PGTM,PGTM_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,PSUN,PSUN_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,THIC,THIC_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDF1,WDF1_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,WESD,WESD_ATTRIBUTES,WSF1,WSF1_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT02,WT02_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT04,WT04_ATTRIBUTES,WT05,WT05_ATTRIBUTES,WT06,WT06_ATTRIBUTES,WT07,WT07_ATTRIBUTES,WT08,WT08_ATTRIBUTES,WT09,WT09_ATTRIBUTES,WT10,WT10_ATTRIBUTES,WT11,WT11_ATTRIBUTES,WT13,WT13_ATTRIBUTES,WT14,WT14_ATTRIBUTES,WT15,WT15_ATTRIBUTES,WT16,WT16_ATTRIBUTES,WT17,WT17_ATTRIBUTES,WT18,WT18_ATTRIBUTES,WT19,WT19_ATTRIBUTES,WT21,WT21_ATTRIBUTES,WT22,WT22_ATTRIBUTES,WV01,WV01_ATTRIBUTES,WV03,WV03_ATTRIBUTES,WV20,WV20_ATTRIBUTES
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,12/21/2015,,,,,11.63,",,W",,,,,,,0,",,W,2400",,,0,",,W,",0,",,W,",41,"H,,S",,,55,",,W",28,",,W",,,,,220,",,W",210,",,W",,,,,,,25.1,",,W",36.9,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,12/20/2015,,,,,7.16,",,W",,,,,,,0,",,W,2400",,,0,",,W,",0,",,W,",35,"H,,S",,,43,",,W",28,",,W",,,,,260,",,W",270,",,W",,,,,,,17,",,W",23.9,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,12/19/2015,,,,,12.3,",,W",,,,,,,0,",,W,2400",,,0,",,W,",0,",,W,",37,"H,,S",,,41,",,W",32,",,W",,,,,270,",,W",270,",,W",,,,,,,31.1,",,W",42.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,12/18/2015,,,,,7.16,",,W",,,,,,,0.05,",,W,2400",,,0,",,W,",0,",,W,",50,"H,,S",,,53,",,W",38,",,W",,,,,280,",,W",310,",,W",,,,,,,14.1,",,W",21,",,W",,,1,",,W",,,,,,,,,,,,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,12/17/2015,,,,,6.49,",,W",,,,,,,0.65,",,W,2400",,,0,",,W,",0,",,W,",45,"H,,S",,,54,",,W",40,",,W",,,,,140,",,W",130,",,W",,,,,,,13,",,W",17,",,W",,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,12/16/2015,,,,,8.05,",,W",,,,,,,0,",,W,2400",,,0,",,W,",0,",,W,",45,"H,,S",,,48,",,W",40,",,W",,,,,10,",,W",300,",,W",,,,,,,16.1,",,W",19,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,12/15/2015,,,,,14.32,",,W",,,,,,,0.07,",,W,2400",,,0,",,W,",0,",,W,",60,"H,,S",,,64,",,W",47,",,W",,,,,300,",,W",280,",,W",,,,,,,28,",,W",40,",,W",,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,12/14/2015,,,,,4.7,",,W",,,,,,,0.54,",,W,2400",,,0,",,W,",0,",,W,",49,"H,,S",,,61,",,W",47,",,W",,,,,190,",,W",180,",,W",,,,,,,17,",,W",21,",,W",,,1,",,W",1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,12/13/2015,,,,,5.82,",,W",,,,,,,0,",,W,2400",,,0,",,W,",0,",,W,",52,"H,,S",,,57,",,W",47,",,W",,,,,30,",,W",30,",,W",,,,,,,13,",,W",14.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,12/12/2015,,,,,4.7,",,W",,,,,,,0,",,W,2400",,,0,",,W,",0,",,W,",52,"H,,S",,,63,",,W",42,",,W",,,,,270,",,W",310,",,W",,,,,,,15,",,W",19.9,",,W",,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,12/11/2015,,,,,4.92,",,W",,,,,,,0,",,W,2400",,,0,",,W,",0,",,W,",49,"H,,S",,,61,",,W",41,",,W",,,,,210,",,W",230,",,W",,,,,,,19.9,",,W",23,",,W",,,1,",,W",1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,12/10/2015,,,,,3.58,",,W",,,,,,,0,"T,,W,2400",,,0,",,W,",0,",,W,",51,"H,,S",,,63,",,W",41,",,W",,,,,140,",,W",140,",,W",,,,,,,13,",,W",17,",,W",,,1,",,W",1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,12/9/2015,,,,,4.03,",,W",,,,,,,0,",,W,2400",,,0,",,W,",0,",,W,",40,"H,,S",,,48,",,W",34,",,W",,,,,130,",,W",140,",,W",,,,,,,10.1,",,W",14.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,12/8/2015,,,,,11.18,",,W",,,,,,,0,"T,,W,2400",,,0,",,W,",0,",,W,",43,"H,,S",,,45,",,W",36,",,W",,,,,20,",,W",20,",,W",,,,,,,18.1,",,W",23,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,12/7/2015,,,,,4.25,",,W",,,,,,,0,",,W,2400",,,0,",,W,",0,",,W,",42,"H,,S",,,55,",,W",31,",,W",,,,,10,",,W",10,",,W",,,,,,,16.1,",,W",21,",,W",,,1,",,W",1,",,W",,,,,,,,,,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,12/6/2015,,,,,4.03,",,W",,,,,,,0,",,W,2400",,,0,",,W,",0,",,W,",41,"H,,S",,,58,",,W",28,",,W",,,,,240,",,W",240,",,W",,,,,,,15,",,W",19.9,",,W",,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,12/5/2015,,,,,5.14,",,W",,,,,,,0,",,W,2400",,,0,",,W,",0,",,W,",42,"H,,S",,,54,",,W",32,",,W",,,,,350,",,W",320,",,W",,,,,,,10.1,",,W",14.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,12/4/2015,,,,,7.61,",,W",,,,,,,0,",,W,2400",,,0,",,W,",0,",,W,",43,"H,,S",,,50,",,W",30,",,W",,,,,300,",,W",320,",,W",,,,,,,19.9,",,W",25.9,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,12/3/2015,,,,,12.53,",,W",,,,,,,0,"T,,W,2400",,,0,",,W,",0,",,W,",51,"H,,S",,,59,",,W",40,",,W",,,,,290,",,W",290,",,W",,,,,,,29.1,",,W",36.9,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,12/2/2015,,,,,2.91,",,W",,,,,,,0.15,",,W,2400",,,0,",,W,",0,",,W,",44,"H,,S",,,59,",,W",41,",,W",,,,,230,",,W",230,",,W",,,,,,,15,",,W",18.1,",,W",,,1,",,W",1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,12/1/2015,,,,,5.37,",,W",,,,,,,0.25,",,W,2400",,,0,",,W,",0,",,W,",37,"H,,S",,,46,",,W",28,",,W",,,,,360,",,W",360,",,W",,,,,,,14.1,",,W",17,",,W",,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,11/30/2015,,,,,6.49,",,W",,,,,,,0,",,W,2400",,,0,",,W,",0,",,W,",35,"H,,S",,,41,",,W",29,",,W",,,,,10,",,W",20,",,W",,,,,,,18.1,",,W",21.9,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,11/29/2015,,,,,8.5,",,W",,,,,,,0,",,W,2400",,,0,",,W,",0,",,W,",42,"H,,S",,,48,",,W",33,",,W",,,,,10,",,W",10,",,W",,,,,,,17,",,W",21,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,11/28/2015,,,,,6.71,",,W",,,,,,,0.08,",,W,2400",,,0,",,W,",0,",,W,",53,"H,,S",,,56,",,W",43,",,W",,,,,20,",,W",30,",,W",,,,,,,17,",,W",21.9,",,W",,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,11/27/2015,,,,,7.83,",,W",,,,,,,0,",,W,2400",,,0,",,W,",0,",,W,",50,"H,,S",,,65,",,W",38,",,W",,,,,210,",,W",210,",,W",,,,,,,19.9,",,W",25.9,",,W",,,1,",,W",1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,11/26/2015,,,,,5.14,",,W",,,,,,,0,",,W,2400",,,0,",,W,",0,",,W,",44,"H,,S",,,57,",,W",33,",,W",,,,,170,",,W",180,",,W",,,,,,,21,",,W",25.9,",,W",,,1,",,W",1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,11/25/2015,,,,,2.91,",,W",,,,,,,0,",,W,2400",,,0,",,W,",0,",,W,",35,"H,,S",,,49,",,W",24,",,W",,,,,130,",,W",130,",,W",,,,,,,8.1,",,W",11,",,W",,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,11/24/2015,,,,,4.92,",,W",,,,,,,0,",,W,2400",,,0,",,W,",0,",,W,",33,"H,,S",,,44,",,W",24,",,W",,,,,260,",,W",290,",,W",,,,,,,15,",,W",19.9,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,11/23/2015,,,,,11.18,",,W",,,,,,,0,",,W,2400",,,0,",,W,",0,",,W,",40,"H,,S",,,44,",,W",26,",,W",,,,,350,",,W",300,",,W",,,,,,,19.9,",,W",27.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,11/22/2015,,,,,5.82,",,W",,,,,,,0.43,",,W,2400",,,0,",,W,",0,",,W,",42,"H,,S",,,48,",,W",35,",,W",,,,,350,",,W",340,",,W",,,,,,,21.9,",,W",28,",,W",,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,11/21/2015,,,,,7.61,",,W",,,,,,,0,",,W,2400",,,0,",,W,",0,",,W,",45,"H,,S",,,52,",,W",36,",,W",,,,,20,",,W",10,",,W",,,,,,,17,",,W",21.9,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,11/20/2015,,,,,11.86,",,W",,,,,,,1.55,",,W,2400",,,0,",,W,",0,",,W,",58,"H,,S",,,61,",,W",44,",,W",,,,,150,",,W",150,",,W",,,,,,,23.9,",,W",36,",,W",,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,11/19/2015,,,,,10.07,",,W",,,,,,,0.12,",,W,2400",,,0,",,W,",0,",,W,",50,"H,,S",,,58,",,W",44,",,W",,,,,160,",,W",160,",,W",,,,,,,17,",,W",23.9,",,W",,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,11/18/2015,,,,,4.03,",,W",,,,,,,0,",,W,2400",,,0,",,W,",0,",,W,",37,"H,,S",,,49,",,W",27,",,W",,,,,150,",,W",150,",,W",,,,,,,12.1,",,W",14.1,",,W",,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,11/17/2015,,,,,6.71,",,W",,,,,,,0,",,W,2400",,,0,",,W,",0,",,W,",42,"H,,S",,,49,",,W",30,",,W",,,,,20,",,W",30,",,W",,,,,,,16.1,",,W",21.9,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,11/16/2015,,,,,7.83,",,W",,,,,,,0,",,W,2400",,,0,",,W,",0,",,W,",53,"H,,S",,,63,",,W",37,",,W",,,,,20,",,W",20,",,W",,,,,,,21.9,",,W",28,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,11/15/2015,,,,,9.4,",,W",,,,,,,0,",,W,2400",,,0,",,W,",0,",,W,",43,"H,,S",,,56,",,W",36,",,W",,,,,260,",,W",290,",,W",,,,,,,17,",,W",21.9,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,11/14/2015,,,,,12.97,",,W",,,,,,,0,",,W,2400",,,0,",,W,",0,",,W,",45,"H,,S",,,48,",,W",33,",,W",,,,,290,",,W",280,",,W",,,,,,,28,",,W",38.9,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,11/13/2015,,,,,12.75,",,W",,,,,,,0,"T,,W,2400",,,0,",,W,",0,",,W,",55,"H,,S",,,61,",,W",45,",,W",,,,,280,",,W",270,",,W",,,,,,,28,",,W",36,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,11/12/2015,,,,,7.38,",,W",,,,,,,0.1,",,W,2400",,,0,",,W,",0,",,W,",49,"H,,S",,,59,",,W",47,",,W",,,,,250,",,W",240,",,W",,,,,,,16.1,",,W",23.9,",,W",,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,11/11/2015,,,,,17.67,",,W",,,,,,,0.12,",,W,2400",,,0,",,W,",0,",,W,",50,"H,,S",,,52,",,W",47,",,W",,,,,10,",,W",30,",,W",,,,,,,28,",,W",35.1,",,W",,,1,",,W",,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,11/10/2015,,,,,7.16,",,W",,,,,,,0.22,",,W,2400",,,0,",,W,",0,",,W,",47,"H,,S",,,57,",,W",41,",,W",,,,,40,",,W",40,",,W",,,,,,,18.1,",,W",23.9,",,W",,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,11/9/2015,,,,,5.59,",,W",,,,,,,0,",,W,2400",,,0,",,W,",0,",,W,",46,"H,,S",,,60,",,W",36,",,W",,,,,230,",,W",260,",,W",,,,,,,15,",,W",18.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,11/8/2015,,,,,8.72,",,W",,,,,,,0,",,W,2400",,,0,",,W,",0,",,W,",51,"H,,S",,,57,",,W",38,",,W",,,,,350,",,W",290,",,W",,,,,,,18.1,",,W",25.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,11/7/2015,,,,,8.05,",,W",,,,,,,0,",,W,2400",,,0,",,W,",0,",,W,",60,"H,,S",,,64,",,W",50,",,W",,,,,310,",,W",290,",,W",,,,,,,19.9,",,W",27.1,",,W",,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,11/6/2015,,,,,9.62,",,W",,,,,,,0,"T,,W,2400",,,0,",,W,",0,",,W,",65,"H,,S",,,72,",,W",62,",,W",,,,,210,",,W",220,",,W",,,,,,,23,",,W",32,",,W",,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,11/5/2015,,,,,5.59,",,W",,,,,,,0,"T,,W,2400",,,0,",,W,",0,",,W,",57,"H,,S",,,70,",,W",48,",,W",,,,,230,",,W",230,",,W",,,,,,,16.1,",,W",19.9,",,W",,,1,",,W",1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,11/4/2015,,,,,4.25,",,W",,,,,,,0,",,W,2400",,,0,",,W,",0,",,W,",56,"H,,S",,,65,",,W",45,",,W",,,,,150,",,W",160,",,W",,,,,,,14.1,",,W",16.1,",,W",,,1,",,W",1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,11/3/2015,,,,,5.59,",,W",,,,,,,0,",,W,2400",,,0,",,W,",0,",,W,",54,"H,,S",,,73,",,W",39,",,W",,,,,240,",,W",240,",,W",,,,,,,16.1,",,W",19,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,11/2/2015,,,,,5.14,",,W",,,,,,,0,",,W,2400",,,0,",,W,",0,",,W,",54,"H,,S",,,63,",,W",44,",,W",,,,,270,",,W",270,",,W",,,,,,,12.1,",,W",16.1,",,W",,,1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,11/1/2015,,,,,6.93,",,W",,,,,,,0,"T,,W,2400",,,0,",,W,",0,",,W,",53,"H,,S",,,62,",,W",47,",,W",,,,,200,",,W",200,",,W",,,,,,,21,",,W",25.9,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",41.72252,-71.43248,15.4,10/31/2015,,,,,4.47,",,W",,,,,,,0,",,W,2400",,,0,",,W,",0,",,W,",44,"H,,S",,,54,",,W",32,",,W",,,,,220,",,W",170,",,W",,,,,,,10.1,",,W",14.1,",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
